2,179.80
2,245.00
2,178.00
2,216.00
2,297.00
2,259.95
2,297.00
2,404.95
2,359.85
2,389.00
2,325.00
2,358.70
2,270.00
2,210.00
2,229.50
2,190.00
2,109.60
2,103.00
2,084.50
2,082.65
2,133.05
2,199.70
2,145.00
2,159.00
2,231.75
2,161.00
2,168.00
2,077.00
2,080.00
2,120.00
2,160.00
2,169.95
2,155.00
2,235.00
2,188.50
2,210.00
2,244.95
2,160.30
2,190.00
2,172.50
2,274.00
2,218.40
2,205.00
2,062.00
2,107.30
2,100.00
2,149.95
2,105.00
2,121.00
2,189.00
2,170.00
2,185.00
2,220.00
2,189.90
2,232.20
2,264.00
2,245.00
2,280.00
2,286.00
2,293.05
2,364.40
2,373.50
2,365.00
2,414.50
2,424.00
2,406.95
2,462.00
2,453.80
2,505.50
2,505.00
2,555.00
2,560.00
2,559.90
2,565.00
2,575.85
2,660.00
2,685.00
2,725.00
2,760.00
2,700.00
2,801.75
2,841.00
2,840.00
2,879.00
2,986.00
3,005.00
3,178.00
3,134.00
3,032.65
3,038.00
3,167.00
3,080.00
3,055.00
3,165.00
3,200.00
3,261.00
3,374.10
3,370.00
3,435.80
3,499.00
3,479.00
3,465.00
3,478.00
3,518.00
3,590.00
3,755.00
3,718.95
3,819.00
3,837.65
3,639.00
3,732.00
3,646.30
3,596.00
3,528.00
3,583.50
3,447.95
3,440.00
3,230.00
3,270.00
3,280.00
3,234.00
3,257.55
3,297.00
3,218.00
3,272.00
3,211.00
3,249.00
3,300.00
3,260.00
3,374.90
3,325.00
3,321.95
3,319.85
3,322.00
3,339.95
3,361.90
3,580.00
3,550.00
3,642.00
3,852.45
3,977.00
3,995.00
4,040.00
3,999.00
4,025.05
4,057.30
3,970.00
4,028.35
4,019.95
4,001.85
4,050.00
3,910.00
3,929.00
3,899.40
3,885.00
3,897.80
3,937.50
3,905.00
3,928.90
3,920.00
4,031.00
4,010.00
4,044.00
3,997.00
4,027.80
4,076.00
4,055.80
4,018.90
3,988.00
4,095.00
4,175.00
3,948.00
3,822.00
3,653.00
3,732.45
3,756.05
3,790.00
3,829.70
3,870.00
3,841.90
3,839.00
3,827.05
3,829.00
3,843.00
3,859.00
3,660.00
3,642.50
3,651.20
3,720.00
3,620.00
3,648.00
3,470.00
3,450.00
3,443.05
3,447.45
3,422.00
3,335.00
2,850.00
2,980.00
2,995.00
2,348.85
1,490.00
1,575.00
1,571.00
1,869.85
2,168.00
1,769.00
1,850.00
1,735.00
1,780.00
1,820.00
1,800.00
1,650.00
1,626.00
1,535.00
1,380.00
1,410.00
1,300.00
1,145.00
1,424.00
1,499.90
1,688.85
1,966.70
2,040.00
2,049.80
1,870.00
1,917.00
1,874.00
1,760.90
1,861.00
1,901.00
1,837.00
1,836.95
1,834.00
1,794.00
1,796.00
1,740.65
1,727.95
1,602.95
1,788.00
1,750.45
1,717.45
1,705.00
1,774.00
1,810.00
1,814.00
1,855.00
